timestamp,open,high,low,close,volume
2024-05-17 23:00:00,168.65,169.84,168.36,169.5,34445.07
2024-05-18 00:00:00,169.5,170.58,168.73,170.37,38037.7
2024-05-18 01:00:00,170.37,171.97,169.9,171.96,47436.55
2024-05-18 02:00:00,171.96,174.41,171.82,172.89,86693.95
2024-05-18 03:00:00,172.89,173.46,172.13,173.3,35891.75
2024-05-18 04:00:00,173.3,173.9,172.61,173.22,24737.45
2024-05-18 05:00:00,173.22,173.24,172.41,172.83,24946.22
2024-05-18 06:00:00,172.83,172.93,172.14,172.91,28493.56
2024-05-18 07:00:00,172.91,173.25,172.2,172.32,37195.04
2024-05-18 08:00:00,172.32,173.48,172.24,173.39,17715.43
2024-05-18 09:00:00,173.39,175.45,173.03,175.02,41524.03
2024-05-18 10:00:00,175.02,175.87,174.49,175.31,40771.6
2024-05-18 11:00:00,175.31,175.96,174.37,174.46,45222.1
2024-05-18 12:00:00,174.46,174.61,173.28,173.42,43824.95
2024-05-18 13:00:00,173.42,174.63,173.19,173.49,46355.68
2024-05-18 14:00:00,173.49,174.0,171.14,172.37,94832.66
2024-05-18 15:00:00,172.37,172.94,171.9,172.48,35182.46
2024-05-18 16:00:00,172.48,172.6,170.45,170.7,60233.31
2024-05-18 17:00:00,170.7,171.66,170.66,171.44,24773.37
2024-05-18 18:00:00,171.44,172.23,171.39,171.73,25582.18
2024-05-18 19:00:00,171.73,172.42,171.54,172.29,19624.87
2024-05-18 20:00:00,172.29,173.38,172.2,173.17,22146.86
2024-05-18 21:00:00,173.17,173.64,172.13,172.53,28305.68
2024-05-18 22:00:00,172.53,172.71,171.8,172.13,30617.9
2024-05-18 23:00:00,172.13,172.81,171.77,172.47,20016.95
2024-05-19 00:00:00,172.47,173.48,172.05,173.2,19769.19
2024-05-19 01:00:00,173.2,174.04,173.02,173.18,18703.13
2024-05-19 02:00:00,173.18,174.28,173.11,174.22,19895.4
2024-05-19 03:00:00,174.22,175.09,174.02,174.38,30105.02
2024-05-19 04:00:00,174.38,174.55,173.35,174.5,23097.68
2024-05-19 05:00:00,174.5,175.37,173.92,174.03,38592.14
2024-05-19 06:00:00,174.03,174.29,172.61,173.24,24463.1
2024-05-19 07:00:00,173.24,174.19,172.46,174.18,16323.12
2024-05-19 08:00:00,174.18,174.51,173.11,173.24,15149.23
2024-05-19 09:00:00,173.24,173.54,172.0,172.95,18218.67
2024-05-19 10:00:00,172.95,174.18,172.4,172.62,20611.86
2024-05-19 11:00:00,172.62,172.76,170.91,171.82,43982.59
2024-05-19 12:00:00,171.82,171.87,169.2,169.27,44553.57
2024-05-19 13:00:00,169.27,169.55,167.35,168.86,78291.37
2024-05-19 14:00:00,168.86,169.41,167.58,167.93,37221.03
2024-05-19 15:00:00,167.93,168.41,166.2,168.29,43893.11
2024-05-19 16:00:00,168.29,168.8,167.38,168.05,68765.91
2024-05-19 17:00:00,168.05,171.65,167.9,170.14,36236.14
2024-05-19 18:00:00,170.14,170.63,168.78,169.0,20793.16
2024-05-19 19:00:00,169.0,170.26,168.52,169.33,35037.74
2024-05-19 20:00:00,169.33,170.55,169.06,170.07,33773.97
2024-05-19 21:00:00,170.07,170.45,168.31,170.03,26082.38
2024-05-19 22:00:00,170.03,171.6,169.79,171.43,27854.72
2024-05-19 23:00:00,171.43,171.44,169.58,169.94,20829.82
2024-05-20 00:00:00,169.94,170.71,168.93,170.32,32369.78
2024-05-20 01:00:00,170.32,170.75,167.76,170.49,31468.35
2024-05-20 02:00:00,170.49,172.98,170.16,172.79,41197.41
2024-05-20 03:00:00,172.79,173.4,172.0,172.11,27300.84
2024-05-20 04:00:00,172.11,175.46,171.83,175.46,53577.03
2024-05-20 05:00:00,175.46,178.44,175.45,178.21,96729.51
2024-05-20 06:00:00,178.21,178.52,175.29,175.99,67131.57
2024-05-20 07:00:00,175.99,178.51,175.67,178.08,29644.04
2024-05-20 08:00:00,178.08,179.21,177.39,177.65,49175.06
2024-05-20 09:00:00,177.65,178.29,176.76,176.86,18929.67
2024-05-20 10:00:00,176.86,178.37,176.24,177.78,38914.2
2024-05-20 11:00:00,177.78,178.88,177.52,177.73,38627.46
2024-05-20 12:00:00,177.73,178.33,176.68,177.09,37877.53
2024-05-20 13:00:00,177.09,177.81,176.12,177.2,48656.04
2024-05-20 14:00:00,177.2,177.29,175.34,176.32,42884.57
2024-05-20 15:00:00,176.32,179.45,175.57,179.02,76314.94
2024-05-20 16:00:00,179.02,180.95,178.16,179.96,104938.13
2024-05-20 17:00:00,179.96,181.6,179.64,181.55,82909.13
2024-05-20 18:00:00,181.55,181.63,179.57,180.26,74473.75
2024-05-20 19:00:00,180.26,188.29,179.55,187.26,212493.53
2024-05-20 20:00:00,187.26,187.69,183.19,183.78,278517.79
2024-05-20 21:00:00,183.78,185.37,182.37,184.93,126964.39
2024-05-20 22:00:00,184.93,186.63,184.43,185.67,118520.28
2024-05-20 23:00:00,185.67,186.99,184.47,186.75,103191.48
2024-05-21 00:00:00,186.75,188.83,185.45,185.93,135382.97
2024-05-21 01:00:00,185.93,185.93,183.43,184.83,90792.18
2024-05-21 02:00:00,184.83,185.05,182.87,183.3,58957.44
2024-05-21 03:00:00,183.3,184.81,183.1,184.26,39091.97
2024-05-21 04:00:00,184.26,184.96,182.48,182.49,31879.04
2024-05-21 05:00:00,182.49,183.03,181.42,182.11,45367.06
2024-05-21 06:00:00,182.11,183.51,181.61,181.95,34292.23
2024-05-21 07:00:00,181.95,181.99,180.37,181.29,35874.5
2024-05-21 08:00:00,181.29,182.09,181.22,181.58,19902.15
2024-05-21 09:00:00,181.58,183.45,181.25,183.13,17123.97
2024-05-21 10:00:00,183.13,183.7,182.38,182.74,40151.09
2024-05-21 11:00:00,182.74,183.0,180.38,180.4,109347.73
2024-05-21 12:00:00,180.4,180.78,178.99,180.05,153564.69
2024-05-21 13:00:00,180.05,181.15,178.48,178.98,143735.73
2024-05-21 14:00:00,178.98,179.77,177.03,177.15,113640.73
2024-05-21 15:00:00,177.15,178.39,176.0,176.65,142984.73
2024-05-21 16:00:00,176.65,178.79,176.27,176.36,106262.23
2024-05-21 17:00:00,176.36,178.1,176.02,177.47,70675.99
2024-05-21 18:00:00,177.47,177.91,176.25,177.52,70014.95
2024-05-21 19:00:00,177.52,177.61,174.32,175.24,113269.61
2024-05-21 20:00:00,175.24,178.26,175.14,177.93,87246.17
2024-05-21 21:00:00,177.93,178.47,176.42,178.29,43288.02
2024-05-21 22:00:00,178.29,178.54,177.58,178.44,86737.95
2024-05-21 23:00:00,178.44,178.44,177.92,178.15,58636.09
2024-05-22 00:00:00,178.15,179.24,177.71,177.76,37391.7
2024-05-22 01:00:00,177.76,178.75,177.4,178.45,32800.73
2024-05-22 02:00:00,178.45,178.53,177.2,177.64,31257.97
2024-05-22 03:00:00,177.64,177.97,176.5,177.9,41673.5
2024-05-22 04:00:00,177.9,178.19,175.03,177.33,76924.24
2024-05-22 05:00:00,177.33,181.5,176.4,181.41,130017.49
2024-05-22 06:00:00,181.41,182.78,181.25,181.69,101525.9
2024-05-22 07:00:00,181.69,182.02,179.55,179.86,45269.7
2024-05-22 08:00:00,179.86,180.52,178.55,180.49,80519.04
2024-05-22 09:00:00,180.49,180.88,179.18,180.63,21283.1
2024-05-22 10:00:00,180.63,181.12,180.05,180.96,33212.02
2024-05-22 11:00:00,180.96,181.25,178.11,178.11,45078.55
2024-05-22 12:00:00,178.11,179.77,176.28,177.02,65549.37
2024-05-22 13:00:00,177.02,179.81,176.97,179.77,87581.53
2024-05-22 14:00:00,179.77,182.52,178.74,181.89,99728.75
2024-05-22 15:00:00,181.89,182.64,179.77,181.33,78821.92
2024-05-22 16:00:00,181.33,183.39,180.37,181.05,108466.02
2024-05-22 17:00:00,181.05,182.21,179.6,179.89,87509.79
2024-05-22 18:00:00,179.89,180.13,177.42,179.05,154433.23
2024-05-22 19:00:00,179.05,179.16,177.71,178.25,60500.36
2024-05-22 20:00:00,178.25,179.6,177.17,177.47,84752.73
2024-05-22 21:00:00,177.47,180.67,176.56,180.15,70082.26
2024-05-22 22:00:00,180.15,180.37,177.41,177.41,65377.03
2024-05-22 23:00:00,177.41,177.5,176.26,176.86,56250.57
2024-05-23 00:00:00,176.86,178.38,176.84,177.01,41224.92
2024-05-23 01:00:00,177.01,178.08,175.58,177.52,48309.8
2024-05-23 02:00:00,177.52,178.65,177.19,178.65,36499.84
2024-05-23 03:00:00,178.65,179.15,177.87,178.66,57837.58
2024-05-23 04:00:00,178.66,178.66,176.93,177.46,135617.39
2024-05-23 05:00:00,177.46,177.69,177.04,177.28,78213.96
2024-05-23 06:00:00,177.28,177.81,176.23,177.68,32837.32
2024-05-23 07:00:00,177.68,177.87,176.55,177.36,50130.7
2024-05-23 08:00:00,177.36,177.68,176.96,177.65,13831.6
2024-05-23 09:00:00,177.65,177.82,176.04,176.27,31428.83
2024-05-23 10:00:00,176.27,176.64,170.2,173.62,165305.98
2024-05-23 11:00:00,173.62,175.81,173.57,175.62,117316.96
2024-05-23 12:00:00,175.62,176.9,171.61,172.65,119636.46
2024-05-23 13:00:00,172.65,173.58,169.05,171.26,178398.95
2024-05-23 14:00:00,171.26,172.32,170.13,170.29,126065.69
2024-05-23 15:00:00,170.29,173.24,170.06,172.57,106882.07
2024-05-23 16:00:00,172.57,173.35,172.04,173.26,38259.96
2024-05-23 17:00:00,173.26,175.08,172.01,172.02,54203.32
2024-05-23 18:00:00,172.02,172.62,170.87,171.73,130286.24
2024-05-23 19:00:00,171.73,172.28,170.43,170.7,86981.5
2024-05-23 20:00:00,170.7,172.41,165.8,172.06,209143.63
2024-05-23 21:00:00,172.06,180.9,171.37,178.84,318983.89
2024-05-23 22:00:00,178.84,179.42,175.76,176.16,99818.13
2024-05-23 23:00:00,176.16,176.74,174.84,176.09,55265.6
2024-05-24 00:00:00,176.09,176.09,174.11,174.26,49390.23
2024-05-24 01:00:00,174.26,174.29,172.55,172.96,42446.76
2024-05-24 02:00:00,172.96,173.81,171.57,172.84,40004.84
2024-05-24 03:00:00,172.84,173.2,171.51,171.88,80180.24
2024-05-24 04:00:00,171.88,171.91,168.92,169.02,47774.12
2024-05-24 05:00:00,169.02,169.03,166.16,167.31,88744.42
2024-05-24 06:00:00,167.31,168.01,165.58,166.39,73079.48
2024-05-24 07:00:00,166.39,167.17,165.17,166.19,39492.18
2024-05-24 08:00:00,166.19,166.27,162.5,165.32,99479.31
2024-05-24 09:00:00,165.32,165.9,164.38,165.76,32010.35
2024-05-24 10:00:00,165.76,165.99,164.86,165.4,34880.72
2024-05-24 11:00:00,165.4,166.5,165.06,166.24,27530.55
2024-05-24 12:00:00,166.24,167.6,166.05,166.68,68523.7
2024-05-24 13:00:00,166.68,167.26,165.11,165.56,131452.17
2024-05-24 14:00:00,165.56,168.29,165.06,167.46,146057.51
2024-05-24 15:00:00,167.46,168.98,166.64,167.24,99139.45
2024-05-24 16:00:00,167.24,167.24,164.71,165.62,58390.67
2024-05-24 17:00:00,165.62,168.58,165.28,168.57,117048.26
2024-05-24 18:00:00,168.57,170.28,168.2,168.66,74394.76
2024-05-24 19:00:00,168.66,169.01,167.61,168.26,119123.21
2024-05-24 20:00:00,168.26,168.74,167.51,168.17,55515.64
2024-05-24 21:00:00,168.17,168.45,167.09,167.48,34796.45
2024-05-24 22:00:00,167.48,167.83,166.71,167.22,39902.52
2024-05-24 23:00:00,167.22,168.1,167.09,167.7,21228.28
2024-05-25 00:00:00,167.7,167.7,166.12,166.19,31955.67
2024-05-25 01:00:00,166.19,168.32,165.96,167.84,27905.29
2024-05-25 02:00:00,167.84,169.73,167.76,169.13,22930.02
2024-05-25 03:00:00,169.13,169.56,168.17,169.56,16376.31
2024-05-25 04:00:00,169.56,170.07,168.98,169.85,16059.7
2024-05-25 05:00:00,169.85,169.86,168.82,169.44,15255.47
2024-05-25 06:00:00,169.44,169.51,168.37,168.37,15701.09
2024-05-25 07:00:00,168.37,169.5,168.13,168.97,28492.74
2024-05-25 08:00:00,168.97,169.87,168.41,168.67,10806.38
2024-05-25 09:00:00,168.67,169.83,168.33,169.64,18701.05
2024-05-25 10:00:00,169.64,170.2,168.95,170.07,24059.28
2024-05-25 11:00:00,170.07,170.46,168.59,168.6,31719.92
2024-05-25 12:00:00,168.6,168.85,167.59,167.99,35084.95
2024-05-25 13:00:00,167.99,168.4,166.73,167.02,34211.73
2024-05-25 14:00:00,167.02,168.6,166.98,168.27,18683.88
2024-05-25 15:00:00,168.27,168.79,167.6,167.82,24110.58
2024-05-25 16:00:00,167.82,168.04,166.92,167.08,73315.31
2024-05-25 17:00:00,167.08,167.78,166.62,166.72,55862.33
2024-05-25 18:00:00,166.72,167.41,166.43,167.41,45693.34
2024-05-25 19:00:00,167.41,167.71,167.01,167.21,28373.01
2024-05-25 20:00:00,167.21,167.44,166.55,167.04,24170.84
2024-05-25 21:00:00,167.04,167.44,166.93,167.36,19349.78
2024-05-25 22:00:00,167.36,167.9,167.06,167.88,25136.05
2024-05-25 23:00:00,167.88,168.57,167.83,168.33,32400.87
2024-05-26 00:00:00,168.33,168.36,167.47,167.59,42594.92
2024-05-26 01:00:00,167.59,168.1,166.78,166.8,27478.89
2024-05-26 02:00:00,166.8,166.87,164.89,165.77,65835.38
2024-05-26 03:00:00,165.77,166.32,164.84,166.22,47205.38
2024-05-26 04:00:00,166.22,166.22,165.01,165.56,31563.68
2024-05-26 05:00:00,165.56,166.6,164.98,166.6,22745.93
2024-05-26 06:00:00,166.6,166.88,165.84,165.94,35334.02
2024-05-26 07:00:00,165.94,166.66,164.37,165.27,163009.69
2024-05-26 08:00:00,165.27,165.44,163.89,164.16,121348.16
2024-05-26 09:00:00,164.16,164.56,162.25,162.89,71309.65
2024-05-26 10:00:00,162.89,164.16,162.85,164.14,34693.78
2024-05-26 11:00:00,164.14,164.35,163.59,163.86,42741.81
2024-05-26 12:00:00,163.86,163.89,162.91,163.5,34781.82
2024-05-26 13:00:00,163.5,164.73,163.19,164.73,35881.41
2024-05-26 14:00:00,164.73,165.22,163.76,165.04,95048.98
2024-05-26 15:00:00,165.04,165.66,162.18,162.75,164877.41
2024-05-26 16:00:00,162.75,163.32,162.16,162.89,77966.1
2024-05-26 17:00:00,162.89,163.05,161.69,161.87,59096.55
2024-05-26 18:00:00,161.87,162.26,160.63,161.7,97156.3
2024-05-26 19:00:00,161.7,162.65,161.54,162.55,56455.26
2024-05-26 20:00:00,162.55,162.69,161.78,161.99,36454.93
2024-05-26 21:00:00,161.99,163.24,160.93,163.19,51183.21
2024-05-26 22:00:00,163.19,164.04,162.96,163.61,58828.05
2024-05-26 23:00:00,163.61,163.68,162.49,163.26,46317.31
2024-05-27 00:00:00,163.26,165.98,163.23,165.42,45160.44
2024-05-27 01:00:00,165.42,166.31,164.76,165.5,36343.72
2024-05-27 02:00:00,165.5,165.69,163.88,164.25,86242.09
2024-05-27 03:00:00,164.25,166.16,163.97,165.27,33148.39
2024-05-27 04:00:00,165.27,166.27,165.23,165.71,22381.04
2024-05-27 05:00:00,165.71,166.15,163.76,164.63,20641.91
2024-05-27 06:00:00,164.63,165.44,164.47,164.53,10922.81
2024-05-27 07:00:00,164.53,165.53,164.0,165.45,15994.1
2024-05-27 08:00:00,165.45,166.52,165.08,165.43,19851.15
2024-05-27 09:00:00,165.43,165.94,164.94,165.6,34712.35
2024-05-27 10:00:00,165.6,166.29,165.19,166.26,16580.02
2024-05-27 11:00:00,166.26,167.91,165.97,167.63,35375.19
2024-05-27 12:00:00,167.63,167.95,166.61,166.72,17732.15
2024-05-27 13:00:00,166.72,168.93,166.72,168.23,41123.05
2024-05-27 14:00:00,168.23,169.1,167.52,168.98,35091.29
2024-05-27 15:00:00,168.98,171.25,168.79,170.87,83579.62
2024-05-27 16:00:00,170.87,171.88,170.4,171.32,58125.58
2024-05-27 17:00:00,171.32,172.09,171.05,171.06,40279.42
2024-05-27 18:00:00,171.06,171.49,170.03,170.09,38883.88
2024-05-27 19:00:00,170.09,170.59,166.7,168.48,53282.5
2024-05-27 20:00:00,168.48,170.55,168.29,170.52,31410.26
2024-05-27 21:00:00,170.52,171.01,169.88,170.48,24887.1
2024-05-27 22:00:00,170.48,171.51,170.05,171.04,35169.33
2024-05-27 23:00:00,171.04,171.04,168.93,170.01,35177.19
2024-05-28 00:00:00,170.01,170.76,169.16,169.71,32100.17
2024-05-28 01:00:00,169.71,171.92,167.82,168.13,50335.32
2024-05-28 02:00:00,168.13,169.26,166.58,168.75,81292.94
2024-05-28 03:00:00,168.75,169.07,166.0,167.25,30552.62
2024-05-28 04:00:00,167.25,167.44,164.8,165.55,54237.82
2024-05-28 05:00:00,165.55,166.76,165.11,166.71,21080.89
2024-05-28 06:00:00,166.71,167.09,165.9,166.67,27239.21
2024-05-28 07:00:00,166.67,166.79,165.61,165.99,15444.87
2024-05-28 08:00:00,165.99,167.85,165.75,167.59,20670.19
2024-05-28 09:00:00,167.59,168.05,166.96,167.73,15202.92
2024-05-28 10:00:00,167.73,170.08,167.57,169.43,32839.16
2024-05-28 11:00:00,169.43,169.89,168.41,169.59,20771.17
2024-05-28 12:00:00,169.59,171.79,169.29,171.12,61755.49
2024-05-28 13:00:00,171.12,173.07,169.21,169.51,98475.48
2024-05-28 14:00:00,169.51,171.99,167.23,168.43,69220.7
2024-05-28 15:00:00,168.43,168.92,166.61,168.07,77813.57
2024-05-28 16:00:00,168.07,168.41,165.9,166.65,58264.03
2024-05-28 17:00:00,166.65,167.72,166.44,166.79,24625.59
2024-05-28 18:00:00,166.79,167.84,165.97,167.47,46814.33
2024-05-28 19:00:00,167.47,170.57,167.46,170.19,61910.01
2024-05-28 20:00:00,170.19,170.52,169.18,169.45,34860.09
2024-05-28 21:00:00,169.45,169.64,168.72,168.74,26825.68
2024-05-28 22:00:00,168.74,169.62,168.7,168.9,24676.52
2024-05-28 23:00:00,168.9,169.14,168.21,168.53,18195.04
2024-05-29 00:00:00,168.53,168.93,167.9,168.23,26740.0
2024-05-29 01:00:00,168.23,168.74,167.28,167.98,23710.71
2024-05-29 02:00:00,167.98,169.63,167.77,169.52,37076.62
2024-05-29 03:00:00,169.52,172.34,169.51,172.14,111353.91
2024-05-29 04:00:00,172.14,172.77,171.52,171.95,31916.8
2024-05-29 05:00:00,171.95,171.96,171.11,171.75,25195.52
2024-05-29 06:00:00,171.75,173.75,171.65,173.01,55171.05
2024-05-29 07:00:00,173.01,173.1,170.65,170.7,22406.45
2024-05-29 08:00:00,170.7,170.87,168.06,168.85,43976.25
2024-05-29 09:00:00,168.85,169.5,167.38,168.81,105883.78
2024-05-29 10:00:00,168.81,169.95,168.4,169.94,22046.51
2024-05-29 11:00:00,169.94,169.99,168.07,168.11,27159.7
2024-05-29 12:00:00,168.11,169.02,167.07,168.58,52639.56
2024-05-29 13:00:00,168.58,169.7,167.75,168.57,55940.99
2024-05-29 14:00:00,168.57,169.54,167.92,169.23,140897.55
2024-05-29 15:00:00,169.23,169.71,168.07,168.49,129720.01
2024-05-29 16:00:00,168.49,171.6,167.57,171.41,82972.64
2024-05-29 17:00:00,171.41,171.43,168.95,170.18,44217.83
2024-05-29 18:00:00,170.18,170.89,168.42,169.33,33191.89
2024-05-29 19:00:00,169.33,171.23,169.14,169.28,30399.18
2024-05-29 20:00:00,169.28,169.51,168.47,168.89,34552.12
2024-05-29 21:00:00,168.89,169.62,167.77,169.19,65711.23
2024-05-29 22:00:00,169.19,169.74,168.56,169.42,27922.75
2024-05-29 23:00:00,169.42,169.54,167.92,168.11,25291.15
2024-05-30 00:00:00,168.11,169.1,167.8,167.88,18085.88
2024-05-30 01:00:00,167.88,168.47,167.75,168.19,32746.65
2024-05-30 02:00:00,168.19,170.7,168.18,169.82,34737.18
2024-05-30 03:00:00,169.82,170.09,169.23,169.8,12348.04
2024-05-30 04:00:00,169.8,170.7,169.2,169.87,20179.86
2024-05-30 05:00:00,169.87,169.87,168.15,168.5,15192.77
2024-05-30 06:00:00,168.5,168.52,165.96,166.01,58185.91
2024-05-30 07:00:00,166.01,166.33,164.24,164.99,66780.37
2024-05-30 08:00:00,164.99,165.47,163.52,165.37,32640.85
2024-05-30 09:00:00,165.37,165.73,164.58,165.63,26383.62
2024-05-30 10:00:00,165.63,166.97,164.94,166.62,43082.26
2024-05-30 11:00:00,166.62,167.15,166.03,166.08,27605.35
2024-05-30 12:00:00,166.08,167.67,165.91,167.46,66838.74
2024-05-30 13:00:00,167.46,168.54,166.96,168.12,71496.82
2024-05-30 14:00:00,168.12,169.6,168.01,168.04,235735.04
2024-05-30 15:00:00,168.04,168.87,167.4,168.43,42103.39
2024-05-30 16:00:00,168.43,169.82,168.13,169.75,54123.0
2024-05-30 17:00:00,169.75,172.51,169.25,171.3,107005.73
2024-05-30 18:00:00,171.3,171.77,170.35,170.76,66660.3
2024-05-30 19:00:00,170.76,170.83,167.91,168.37,50313.06
2024-05-30 20:00:00,168.37,168.37,166.23,167.22,59585.15
2024-05-30 21:00:00,167.22,167.39,166.48,166.8,66687.37
2024-05-30 22:00:00,166.8,167.16,166.36,167.14,19862.45
2024-05-30 23:00:00,167.14,167.52,166.78,166.86,27115.85
2024-05-31 00:00:00,166.86,166.91,165.61,166.5,35535.77
2024-05-31 01:00:00,166.5,167.42,166.09,166.22,21550.61
2024-05-31 02:00:00,166.22,167.42,166.15,166.93,21024.53
2024-05-31 03:00:00,166.93,167.45,166.78,167.17,22330.74
2024-05-31 04:00:00,167.17,167.57,166.86,166.98,18597.95
2024-05-31 05:00:00,166.98,167.03,164.96,165.93,69303.67
2024-05-31 06:00:00,165.93,166.62,165.59,165.83,21210.94
2024-05-31 07:00:00,165.83,166.61,165.82,166.59,34193.19
2024-05-31 08:00:00,166.59,167.27,166.47,167.0,22323.66
2024-05-31 09:00:00,167.0,167.07,166.04,166.71,17542.9
2024-05-31 10:00:00,166.71,167.53,166.58,167.37,43746.53
2024-05-31 11:00:00,167.37,168.8,167.32,168.65,37568.07
2024-05-31 12:00:00,168.65,170.84,168.38,169.45,68907.05
2024-05-31 13:00:00,169.45,170.37,167.25,167.28,75146.35
2024-05-31 14:00:00,167.28,167.3,165.63,166.5,75205.81
2024-05-31 15:00:00,166.5,166.72,164.67,164.68,88586.88
2024-05-31 16:00:00,164.68,165.69,163.8,165.63,161309.16
2024-05-31 17:00:00,165.63,165.99,165.23,165.88,41716.27
2024-05-31 18:00:00,165.88,166.07,165.16,165.77,39095.2
2024-05-31 19:00:00,165.77,166.71,165.57,166.15,56725.19
2024-05-31 20:00:00,166.15,166.66,165.83,166.45,26398.85
2024-05-31 21:00:00,166.45,166.82,166.24,166.3,20924.19
2024-05-31 22:00:00,166.3,166.48,166.12,166.16,7403.42
2024-05-31 23:00:00,166.16,166.22,164.96,165.52,29324.2
2024-06-01 00:00:00,165.52,166.84,165.5,166.64,27753.1
2024-06-01 01:00:00,166.64,166.99,166.16,166.75,29424.52
2024-06-01 02:00:00,166.75,167.49,166.6,167.47,36294.91
2024-06-01 03:00:00,167.47,167.63,166.84,166.91,21735.39
2024-06-01 04:00:00,166.91,167.31,166.63,167.17,10836.11
2024-06-01 05:00:00,167.17,167.22,166.64,166.93,13726.53
2024-06-01 06:00:00,166.93,167.05,166.73,166.98,7213.61
2024-06-01 07:00:00,166.98,167.05,166.36,166.7,9000.9
2024-06-01 08:00:00,166.7,167.18,166.61,167.13,5849.81
2024-06-01 09:00:00,167.13,167.2,166.79,166.91,6536.35
2024-06-01 10:00:00,166.91,167.04,166.53,166.56,5072.53
2024-06-01 11:00:00,166.56,166.84,166.46,166.76,5224.92
2024-06-01 12:00:00,166.76,167.2,166.71,166.71,6354.01
2024-06-01 13:00:00,166.71,167.25,166.68,167.05,7886.87
2024-06-01 14:00:00,167.05,167.47,166.92,167.31,18169.19
2024-06-01 15:00:00,167.31,167.79,167.2,167.2,19973.1
2024-06-01 16:00:00,167.2,167.33,166.81,167.06,12181.05
2024-06-01 17:00:00,167.06,167.28,166.74,167.2,10948.54
2024-06-01 18:00:00,167.2,167.38,166.91,167.2,9834.99
2024-06-01 19:00:00,167.2,167.42,167.03,167.24,9923.87
2024-06-01 20:00:00,167.24,167.61,167.06,167.18,14089.35
2024-06-01 21:00:00,167.18,167.23,166.73,166.93,32647.5
2024-06-01 22:00:00,166.93,167.05,166.53,166.6,14541.98
2024-06-01 23:00:00,166.6,166.75,165.56,165.99,31018.9
2024-06-02 00:00:00,165.99,166.72,165.82,166.62,13939.5
2024-06-02 01:00:00,166.62,166.95,166.24,166.33,13212.2
2024-06-02 02:00:00,166.33,166.59,165.37,165.75,14162.21
2024-06-02 03:00:00,165.75,166.14,165.61,166.06,8794.93
2024-06-02 04:00:00,166.06,166.13,165.17,165.74,24569.83
2024-06-02 05:00:00,165.74,166.07,165.72,165.99,48893.46
2024-06-02 06:00:00,165.99,166.33,165.98,166.13,25140.13
2024-06-02 07:00:00,166.13,166.18,164.83,164.88,27142.75
2024-06-02 08:00:00,164.88,165.38,164.83,165.12,24916.1
2024-06-02 09:00:00,165.12,165.26,164.1,164.46,14686.9
2024-06-02 10:00:00,164.46,164.54,163.91,164.45,10910.9
2024-06-02 11:00:00,164.45,166.01,164.09,165.89,11805.06
